x,y
13,23
17,12
29,31
45,2
50,8
53,18
60,4
72,7
95,6
83,20
72,19
78,26
91,32
100,42
98,49
59,27
65,34
70,41
74,46
79,55
85,68
89,73
94,83
76,67
65,84
41,73
31,58
11,75
6,89
30,120
13,122
14,132
17,143
5,172
8,182
11,205
4,223
10,247
32,254
26,233
35,241
18,220
25,213
40,205
60,162
80,144
92,156
114,155
98,177
89,187
79,177
86,206
76,211
69,208
72,220
83,240
91,231
92,245
86,249
80,252
145,251
186,249
216,252
218,236
254,222
241,202
253,195
241,168
251,145
221,175
226,113
203,185
191,181
194,188
170,207
154,209
132,224
121,222
126,207
112,188
107,175
115,170
122,181
127,190
138,198
160,164
175,185
101,92
105,102
108,111
114,121
119,132
124,139
131,153
144,145
182,143
106,132
77,128
90,135
156,129
128,107
162,141
176,128
192,113
196,126
201,106
209,104
228,110
246,115
242,85
253,20
243,10
227,9
218,4
206,12
207,20
217,64
230,43
221,51
123,79
125,64
106,56
110,47
122,41
145,19
137,20
160,14
170,11
182,15
176,5
158,38
127,48
136,44
140,39
141,48
151,33
153,27
161,28
199,49
206,75
207,82
210,87
213,89
214,94
195,60
198,67
186,26
193,36
179,47
