x,y
48,230
62,246
53,251
170,253
191,239
199,230
213,230
206,221
255,210
246,195
237,213
229,223
151,198
142,192
124,186
135,187
127,179
107,200
93,205
90,185
102,184
76,180
53,181
53,170
41,179
38,174
33,166
13,151
193,194
207,176
153,163
165,166
161,159
136,158
128,149
117,134
91,141
86,141
87,149
81,150
193,142
190,133
178,140
171,143
170,149
247,143
242,126
255,58
240,61
245,56
252,52
216,78
205,68
159,80
133,64
142,52
162,30
189,42
179,55
200,24
210,20
252,38
245,30
240,21
227,25
230,98
103,128
108,18
60,41
31,37
11,9
4,68
38,123
26,127
82,68
92,75
90,107
99,120
29,100
196,70
77,4
34,215
40,212
44,215
