x,y
9,93
33,91
48,72
43,52
37,36
35,29
30,22
25,36
27,14
27,207
11,215
29,192
50,229
55,238
50,243
58,249
63,250
79,238
82,252
95,255
108,244
84,219
95,196
79,121
69,152
11,144
8,126
30,147
45,156
59,174
68,164
64,184
98,162
99,147
116,162
100,170
128,170
132,186
123,197
114,205
122,225
134,240
154,249
166,250
180,246
173,236
200,240
213,232
225,226
233,215
237,229
244,224
255,219
251,213
253,204
220,188
214,203
200,200
206,199
211,174
210,155
190,163
173,186
160,196
152,180
145,189
159,176
150,174
140,172
160,162
244,135
237,120
250,89
230,90
220,72
245,4
226,12
222,7
215,18
228,22
193,42
203,43
212,64
188,58
163,11
170,5
151,18
136,37
120,47
113,12
102,6
136,65
150,77
168,92
182,95
193,95
181,124
187,141
165,144
117,135
145,114
147,107
155,110
163,105
157,104
197,142
202,129
212,127
213,118
221,115
192,113
