x,y
75,209
66,193
103,209
113,234
146,231
222,255
255,250
251,240
240,208
232,191
221,227
177,228
169,214
179,211
135,208
123,192
20,122
41,136
50,159
66,172
90,168
73,158
111,149
161,189
157,178
180,184
204,184
191,168
230,168
219,150
212,135
209,125
204,113
182,129
146,158
134,135
76,145
70,130
58,114
36,117
29,125
22,111
23,86
10,93
8,85
43,68
72,64
89,62
126,104
147,132
132,90
142,78
191,85
193,70
220,88
248,80
239,83
235,85
216,71
232,112
231,101
239,124
245,134
248,143
246,141
250,149
253,160
251,155
254,163
237,118
157,159
154,154
150,145
112,68
107,81
103,73
101,65
101,41
142,49
137,31
134,10
158,10
166,23
192,11
91,10
72,10
52,29
14,28
28,3
87,32
