x,y
57,42
46,44
36,43
35,36
16,67
9,62
12,61
5,53
30,73
28,90
4,105
4,116
48,100
53,111
27,142
8,167
58,152
55,162
85,137
81,129
84,164
83,203
53,195
107,126
93,81
101,81
88,61
19,39
9,14
55,6
72,22
84,5
72,10
114,17
105,23
124,5
123,47
129,25
158,22
174,25
184,33
161,13
165,6
149,61
159,54
187,61
211,61
215,44
206,44
214,32
218,24
253,11
244,4
253,66
252,83
248,103
233,99
210,110
204,77
181,95
173,81
199,93
193,100
188,106
198,120
172,137
184,148
196,155
204,144
213,153
220,135
230,127
244,134
245,121
163,97
173,117
152,124
139,115
153,108
136,77
156,85
133,86
226,177
244,200
216,208
226,231
251,240
212,249
131,191
149,167
158,181
151,193
147,200
140,210
137,232
141,235
151,234
168,215
191,183
182,246
140,254
128,248
122,240
110,212
102,220
