x,y
226,254
247,252
209,239
31,248
7,230
46,209
33,210
28,200
77,221
89,241
106,244
95,251
122,233
141,252
155,233
161,205
214,218
218,205
186,198
184,163
151,177
140,156
157,149
133,165
109,180
141,198
124,209
144,211
45,180
44,155
35,143
13,153
11,120
22,111
40,108
50,122
62,132
68,119
66,151
84,142
87,123
119,119
130,109
142,102
170,136
149,130
132,143
131,135
239,186
249,167
234,169
237,156
247,148
255,140
229,143
243,135
217,150
214,130
209,121
249,87
245,82
199,90
229,60
252,34
250,55
171,75
210,29
164,45
63,81
63,96
91,72
97,61
95,68
117,74
131,78
93,35
82,44
46,66
46,97
24,85
14,61
8,35
144,29
228,20
228,5
170,6
158,17
33,13
