x,y
6,48
11,53
24,54
26,40
22,29
34,32
25,19
23,9
35,6
57,3
64,17
67,29
76,50
129,48
191,34
206,40
224,45
253,76
254,83
255,97
245,78
235,77
243,70
202,71
197,81
184,84
183,71
157,70
137,82
120,83
94,72
76,82
58,106
64,114
59,131
65,127
66,135
95,140
113,144
129,148
130,163
129,141
143,132
157,135
155,148
145,148
152,173
168,173
172,144
188,158
196,164
215,164
223,115
249,121
248,127
248,141
237,142
226,140
219,143
222,152
64,89
16,75
35,97
37,112
37,154
37,173
25,166
35,136
62,190
65,177
70,159
67,208
77,213
86,224
100,214
137,209
162,211
163,221
180,221
202,219
200,208
188,211
247,206
242,220
248,244
234,249
209,255
215,243
197,244
103,254
83,245
78,254
40,255
38,241
28,235
40,223
38,208
38,191
26,207
