x,y
26,60
31,54
34,49
38,43
49,27
56,13
210,51
246,27
214,57
221,58
226,64
196,115
176,83
160,106
155,112
143,131
137,140
130,149
111,171
124,179
139,177
150,184
164,193
174,199
182,212
208,223
252,206
246,213
237,228
225,239
239,247
249,255
192,247
183,235
173,224
161,213
150,201
147,226
119,229
107,220
15,255
7,241
27,244
20,219
19,210
27,204
32,194
74,195
82,207
98,188
88,177
75,169
34,169
12,153
13,129
3,123
16,98
5,87
40,116
55,117
64,134
48,152
38,146
87,152
85,139
80,136
76,133
71,131
128,209
