x,y
70,36
97,20
142,9
179,25
191,29
190,47
196,15
188,9
215,25
223,54
154,70
141,54
178,75
247,32
212,9
237,5
244,47
233,131
208,91
224,76
234,87
242,92
251,98
95,63
127,84
10,73
13,91
36,83
50,97
43,124
41,140
11,133
17,150
32,161
36,150
58,164
75,163
94,139
183,126
222,153
172,123
210,179
164,165
148,151
123,137
125,156
145,186
164,195
180,210
191,208
204,203
230,218
238,211
227,251
216,245
202,255
160,250
174,239
79,242
50,235
19,251
6,207
37,221
61,232
63,182
87,178
118,189
104,180
96,194
107,197
76,190
78,204
106,211
125,208
137,213
143,221
155,229
148,236
130,223
115,156
120,162
126,166
133,171
139,176
