x,y
10,40
189,93
86,15
151,77
244,49
224,30
202,133
230,24
34,16
216,185
2,9
142,69
80,5
121,46
240,17
248,11
235,21
235,165
228,196
144,109
54,22
118,83
163,130
239,206
86,48
153,119
109,72
97,63
21,28
4,49
188,157
103,28
174,141
197,165
253,6
133,54
221,67
72,33
70,98
221,142
139,21
69,155
49,190
76,206
80,207
39,229
115,221
119,218
166,15
170,69
247,135
202,41
186,56
80,121
29,247
9,222
2,219
48,143
101,130
91,119
97,123
187,240
194,241
182,236
228,238
235,231
51,7
83,78
10,67
238,100
233,93
233,85
205,19
221,24
211,25
191,4
185,28
238,3
231,7
229,15
