x,y
12,164
223,33
29,185
120,165
246,52
196,32
162,152
77,30
145,32
2,47
184,225
186,77
40,51
188,19
156,248
185,65
36,30
185,151
34,164
161,20
162,7
127,186
146,183
69,185
161,126
186,197
159,197
218,35
161,85
228,32
201,166
158,215
242,186
163,64
75,164
42,186
221,186
99,165
41,122
42,134
188,115
110,99
111,74
19,15
80,193
93,192
103,193
13,99
40,88
133,16
150,19
33,84
27,153
7,121
2,116
8,112
39,224
30,248
18,248
71,229
77,223
136,189
165,247
241,219
229,196
244,196
246,154
251,168
232,118
212,128
238,113
252,100
243,57
110,88
119,114
113,131
88,119
92,112
90,22
111,23
