x,y
65,84
246,21
243,184
207,63
37,123
62,253
61,217
63,140
170,158
234,64
41,10
65,208
232,112
205,201
125,157
65,189
36,207
187,182
65,62
207,40
205,85
63,245
116,158
65,112
38,179
63,231
38,151
167,184
234,35
245,161
205,226
152,184
39,67
97,184
233,59
232,149
147,152
148,127
70,153
129,80
229,224
119,177
116,203
186,156
193,146
11,103
26,131
24,115
159,246
151,213
87,153
241,110
103,4
112,15
120,25
130,31
139,26
152,37
137,40
145,54
108,57
127,50
137,58
126,56
128,65
196,134
192,140
140,79
138,88
132,94
130,134
4,251
195,35
194,41
193,20
194,13
193,6
145,242
114,212
107,213
103,213
101,211
253,253
235,255
