x,y
145,222
7,219
195,198
184,221
132,244
27,171
5,62
98,243
220,6
130,221
97,221
196,147
182,243
161,64
156,244
196,136
28,204
84,223
27,182
28,95
156,220
196,123
27,209
18,220
27,201
18,61
16,219
58,221
197,110
184,65
145,243
11,219
112,243
110,222
61,33
99,34
220,25
195,185
227,64
217,255
197,76
26,196
220,15
168,223
28,69
198,96
29,5
198,18
70,219
195,173
14,220
28,120
173,65
241,35
169,243
198,8
195,209
194,254
195,160
7,242
73,33
57,206
43,201
47,186
46,174
46,161
47,136
45,123
47,108
48,96
49,85
47,71
57,65
70,63
85,66
97,66
116,66
129,68
215,202
216,191
215,176
218,137
217,123
228,113
236,163
18,194
11,159
3,34
29,16
134,36
147,39
160,37
175,38
187,39
187,173
57,9
57,21
16,18
98,18
98,24
108,30
183,15
151,9
158,28
167,28
174,28
183,29
189,23
189,29
230,12
239,30
185,6
191,8
141,78
154,77
145,88
188,92
191,99
179,104
184,118
144,114
151,112
95,104
85,106
57,83
62,143
141,214
140,194
101,214
71,246
180,127
73,68
55,75
78,67
19,167
3,190
6,247
223,251
238,247
252,247
