x,y
142,40
59,170
163,195
181,215
75,193
91,65
199,68
232,68
10,40
49,193
166,67
89,170
175,241
127,194
226,173
118,42
4,170
61,64
117,170
29,171
35,40
178,234
33,64
226,45
81,46
63,38
179,226
172,38
252,173
145,171
10,65
183,209
244,34
124,73
5,246
90,35
45,128
48,161
248,126
40,70
52,73
71,72
116,60
150,194
32,113
8,163
104,163
117,163
26,247
60,248
84,252
71,243
95,244
92,251
123,229
109,247
145,228
146,205
218,231
213,227
185,158
141,75
147,75
153,77
111,118
198,111
203,112
181,111
181,117
203,133
218,124
201,121
184,121
99,73
80,72
115,74
92,115
99,115
102,117
87,116
126,115
190,13
190,9
