x,y
80,63
41,207
80,86
86,168
19,189
182,50
78,164
59,141
40,163
69,130
156,66
0,252
87,154
235,51
109,8
123,166
29,176
80,78
169,58
61,185
6,202
23,80
90,215
129,118
40,81
129,242
92,190
70,172
12,70
208,34
51,195
132,81
53,11
131,31
129,62
174,38
145,16
144,24
130,5
28,5
140,133
186,132
200,133
214,137
216,151
214,183
213,195
78,203
77,223
73,233
55,224
64,202
16,92
36,99
54,101
64,103
201,67
182,80
167,89
146,100
136,186
147,199
187,152
195,153
250,38
82,244
54,151
144,251
116,62
113,43
86,67
4,134
2,153
6,184
8,75
34,49
51,44
53,38
206,80
182,101
194,95
131,151
246,131
236,216
251,252
36,230
25,236
30,242
12,249
59,247
64,249
