x,y
98,13
68,251
73,114
76,9
241,40
72,165
241,114
96,164
241,122
71,191
75,60
99,24
98,91
71,198
103,204
139,185
171,204
24,147
15,134
31,131
9,145
170,69
186,118
174,15
94,35
94,43
72,85
72,92
93,108
94,115
94,121
75,135
55,133
62,145
246,9
243,61
91,250
234,86
237,100
4,31
4,54
162,29
70,239
7,206
61,159
196,239
173,128
199,113
193,109
182,110
175,109
169,112
18,55
178,53
171,53
172,48
164,49
178,33
172,30
182,14
191,6
198,4
203,4
204,54
224,54
234,54
229,59
233,7
190,17
206,24
210,32
215,31
219,80
212,80
163,135
