x,y
119,145
3,210
201,125
48,198
141,141
24,215
251,91
137,166
42,232
175,139
173,113
223,32
246,17
238,49
193,100
72,211
159,154
76,29
96,52
119,67
134,63
133,42
90,84
9,198
56,237
203,10
97,144
86,180
102,168
101,191
121,177
67,191
164,238
172,234
49,162
85,155
251,172
113,73
73,97
77,114
50,117
40,119
27,128
13,135
26,140
46,132
53,124
50,145
81,238
78,231
89,235
74,242
42,249
103,204
128,213
117,197
118,236
149,183
109,151
114,109
116,107
119,105
140,128
91,111
186,59
245,132
247,109
233,102
230,154
191,174
184,164
