x,y
230,30
215,17
208,32
208,38
214,41
221,36
235,37
252,42
240,47
221,73
210,83
205,69
202,75
193,78
184,60
208,91
217,93
229,108
235,115
226,157
239,174
246,180
240,160
245,167
252,175
219,198
226,187
206,192
211,201
197,179
200,183
194,168
200,162
238,227
172,148
173,132
183,119
194,124
198,129
180,109
164,100
151,92
138,109
145,141
163,80
140,22
121,4
68,29
73,26
76,21
54,42
49,46
31,8
21,17
11,27
3,34
71,124
73,136
57,104
65,114
48,96
35,83
109,193
24,210
21,202
9,199
3,178
18,167
4,150
2,133
35,168
45,189
64,214
44,227
55,237
75,226
124,193
94,240
115,247
109,254
78,154
133,46
99,17
101,29
114,31
96,43
66,74
70,69
75,63
78,60
81,57
85,53
103,36
