x,y
4,232
45,179
84,177
159,152
137,170
115,18
99,166
45,233
247,66
33,161
165,56
17,223
237,98
170,64
65,219
232,77
208,93
215,117
131,41
160,50
33,214
25,147
167,121
12,161
184,85
83,206
147,29
69,185
177,139
127,149
106,189
5,121
133,9
24,249
26,181
237,240
154,72
169,93
180,211
178,160
155,240
161,250
221,182
62,31
42,126
80,50
230,230
212,65
247,176
240,165
90,163
37,137
30,48
18,76
9,83
6,92
13,109
14,116
8,113
43,85
39,85
43,93
11,23
6,34
16,5
35,5
48,9
53,57
98,8
153,9
59,9
212,29
218,36
192,45
224,140
196,191
222,174
197,200
165,233
128,208
126,237
63,134
109,140
130,125
148,121
141,61
145,65
147,69
19,125
32,32
1,151
127,217
