x,y
6,104
54,85
13,39
98,127
164,203
55,122
108,140
147,216
182,217
76,141
144,176
37,99
85,114
202,235
185,248
91,156
75,99
127,159
163,103
202,137
241,16
3,56
252,252
157,113
150,121
140,127
130,138
125,142
120,136
116,125
113,129
169,140
162,145
152,154
177,131
188,151
177,163
166,173
221,161
214,167
208,172
242,158
104,59
100,66
90,75
84,81
44,110
104,176
119,176
134,192
142,219
134,205
120,200
117,189
112,189
51,27
42,40
43,34
54,38
71,13
82,43
100,28
122,5
112,5
0,122
65,167
34,163
30,169
48,151
51,146
233,151
250,34
173,99
171,248
239,249
57,68
54,59
59,173
