x,y
121,101
12,32
47,67
31,48
138,159
84,103
169,195
115,138
98,120
62,87
207,232
223,251
153,178
189,213
240,234
72,50
172,152
48,20
105,81
35,7
191,174
90,63
224,211
207,194
62,164
36,171
109,65
128,78
66,191
29,214
205,109
127,121
248,133
120,89
195,15
151,139
237,82
189,92
194,87
199,82
204,77
188,98
134,104
163,10
167,15
169,7
184,2
57,103
16,137
23,187
32,198
218,35
207,38
203,39
206,43
200,45
182,31
248,7
245,33
234,34
228,36
223,70
235,108
228,106
214,171
183,238
88,191
100,202
95,139
63,45
83,41
73,32
133,18
125,13
137,3
143,32
139,40
121,81
127,240
74,184
45,176
9,47
210,56
225,47
184,233
155,228
