x,y
116,173
52,136
114,207
94,178
141,234
158,249
145,210
169,230
44,96
68,121
9,58
27,218
38,209
240,44
225,64
243,85
134,97
57,171
157,94
168,90
2,247
62,157
36,182
145,113
106,150
23,196
92,128
182,78
164,59
9,205
101,118
143,79
0,216
117,137
14,237
116,111
199,61
18,131
131,38
219,150
226,135
233,159
54,200
70,187
78,176
126,125
112,152
178,48
119,233
125,242
183,221
166,136
142,242
130,249
218,8
234,22
247,10
23,79
72,105
204,116
71,165
40,239
52,251
60,30
57,33
60,35
66,15
72,22
68,33
77,17
79,19
81,20
83,22
84,24
86,27
88,30
146,4
164,19
180,27
209,63
212,149
216,167
193,154
189,160
179,169
175,217
235,181
250,196
247,196
233,203
7,114
