x,y
253,166
182,160
211,237
206,245
176,255
202,227
222,211
231,210
245,197
253,197
254,187
240,179
231,155
237,147
247,158
187,231
163,215
186,213
129,137
16,72
13,89
14,100
8,98
9,106
14,111
8,125
12,214
22,207
11,251
39,206
50,237
66,251
16,72
76,246
83,251
95,251
88,243
100,239
91,237
82,233
51,140
61,149
75,148
84,148
74,201
151,174
163,182
208,190
208,199
208,205
216,212
181,248
48,74
48,86
45,104
64,111
51,29
14,27
15,11
56,20
61,17
67,16
76,16
88,16
98,18
104,17
111,18
135,6
132,11
132,19
131,23
131,30
130,37
125,51
130,57
130,47
121,43
93,49
133,71
146,71
148,80
139,31
151,41
187,47
183,54
180,64
199,51
207,62
193,64
173,85
174,72
83,103
88,101
93,96
95,103
98,111
100,117
104,128
117,83
104,92
104,49
150,127
250,20
243,31
238,20
209,7
181,121
153,65
107,141
163,34
254,50
