x,y
219,6
218,38
215,185
186,64
216,171
217,176
127,92
216,137
209,97
108,86
111,68
213,4
216,130
218,21
216,166
217,145
41,224
51,246
76,247
96,240
158,221
115,201
107,201
44,182
191,227
210,225
10,147
22,146
9,100
21,98
37,96
36,109
37,121
113,117
95,118
93,122
91,126
60,151
72,152
86,153
114,144
120,149
104,161
132,150
139,164
166,165
178,142
184,144
181,150
175,116
183,116
183,124
210,154
191,166
16,34
43,32
69,31
98,31
115,28
183,26
213,52
161,13
164,7
173,9
182,6
182,10
201,12
196,16
122,58
217,119
242,177
240,195
240,209
241,229
89,13
97,199
93,207
34,169
7,5
170,213
