x,y
25,13
5,33
35,66
10,72
6,104
61,117
84,99
52,85
65,45
109,16
115,63
179,61
138,91
134,101
142,81
95,81
129,113
112,132
152,141
161,114
184,111
164,106
219,123
225,137
201,116
199,166
214,160
183,160
200,198
248,184
236,193
238,103
224,84
238,37
222,25
214,25
209,33
208,46
204,25
190,26
197,11
178,27
180,4
234,212
221,228
214,225
208,223
215,244
107,234
110,218
85,170
133,172
139,175
143,178
148,180
166,191
93,226
60,255
161,237
162,227
167,220
66,198
80,190
65,182
55,200
49,210
54,215
61,212
31,221
27,205
15,204
20,185
33,168
51,145
33,150
45,86
39,83
31,78
