x,y
19,15
12,26
31,20
27,35
37,31
33,42
20,45
27,78
36,74
47,88
41,98
45,107
51,105
61,128
48,135
21,151
13,160
13,140
6,139
73,124
68,110
61,98
53,9
66,7
57,23
71,30
74,50
72,58
86,66
83,86
86,99
92,111
95,125
101,136
106,150
109,125
108,143
130,142
127,213
151,201
28,180
43,192
48,200
46,236
6,237
57,218
67,206
84,248
104,243
98,234
132,242
127,212
142,127
141,69
135,49
127,49
127,33
119,34
90,43
93,42
113,102
238,212
246,226
242,224
242,220
239,204
227,166
240,176
239,134
200,101
198,95
198,90
204,84
211,82
216,79
220,78
225,75
230,84
231,87
232,75
249,75
255,75
227,66
181,25
216,19
234,18
216,49
171,254
170,209
175,191
193,166
212,171
204,165
