x,y
236,117
245,189
195,88
182,89
168,83
148,94
146,145
162,146
159,204
146,191
146,203
184,196
171,207
162,188
206,206
249,247
191,248
191,232
154,155
206,147
195,141
118,112
141,93
242,160
39,8
52,15
5,8
5,27
26,45
34,43
45,42
54,50
89,55
138,41
99,62
114,55
90,149
51,102
56,101
7,88
51,161
27,252
18,253
8,253
14,14
41,121
40,112
44,128
23,158
38,231
125,171
128,188
134,144
98,198
152,250
128,71
147,68
85,216
86,160
29,112
15,111
236,53
223,25
223,16
155,13
87,20
185,249
2,44
142,5
162,64
140,56
133,57
126,55
148,86
160,84
