x,y
231,255
183,236
206,247
219,240
230,209
179,188
142,193
136,210
156,84
107,111
112,116
136,114
208,99
225,96
236,79
191,105
99,62
102,63
109,68
82,60
87,73
83,83
85,97
35,53
42,36
82,18
82,11
113,10
114,17
148,12
165,26
224,46
213,57
208,64
204,67
217,221
41,203
239,18
32,81
46,202
49,209
54,209
62,209
67,212
21,192
34,101
54,53
194,38
197,73
189,83
207,107
237,117
253,133
227,113
178,22
179,6
150,3
105,37
26,35
55,41
128,218
147,161
134,157
88,157
120,221
137,173
133,129
192,188
202,174
194,177
237,40
241,56
237,90
237,99
237,106
227,162
222,178
217,178
228,178
132,34
145,28
141,34
87,89
94,117
87,166
87,184
85,118
122,163
90,191
