x,y
247,11
67,112
173,220
137,189
118,171
82,134
152,203
96,151
49,93
13,59
33,77
50,58
83,95
139,152
175,190
67,79
156,168
233,251
232,220
254,174
234,189
218,204
14,22
160,237
106,24
84,15
163,16
135,8
138,64
58,204
118,132
102,115
28,39
40,24
243,204
177,169
182,175
192,184
119,200
128,209
197,49
208,68
87,73
72,65
58,44
100,247
188,206
71,134
239,98
230,85
105,189
37,102
236,18
92,5
186,91
181,95
175,102
166,108
161,115
155,120
146,128
196,120
188,125
190,131
198,139
211,140
237,132
242,140
222,161
152,214
159,207
169,168
196,188
187,184
134,201
40,221
45,227
19,235
16,148
23,142
147,54
151,43
156,47
214,60
133,50
115,10
128,21
114,18
102,253
