x,y
180,117
194,108
109,130
139,94
228,114
247,140
108,198
204,134
211,123
213,127
206,164
239,161
130,151
174,246
155,218
162,203
228,243
215,169
199,218
221,204
237,222
179,232
199,89
193,78
168,92
163,85
173,157
210,179
206,182
201,186
42,252
63,234
50,212
47,202
26,180
33,184
39,189
16,161
2,133
78,133
70,146
80,165
97,172
49,115
61,116
75,81
66,105
3,53
14,7
31,25
51,73
12,73
83,50
24,92
75,92
80,90
85,91
91,95
95,101
95,58
99,54
106,50
123,30
132,43
139,55
177,40
214,20
201,52
189,59
178,64
190,190
125,234
140,237
116,5
112,6
105,16
110,23
57,11
64,4
43,20
145,212
107,113
174,48
