x,y
52,12
60,22
71,22
80,21
90,21
101,21
110,22
109,49
94,48
83,46
81,55
80,84
21,139
22,151
24,179
24,192
25,200
26,218
27,226
28,232
28,239
58,240
68,239
70,251
65,210
63,195
61,187
61,180
75,164
86,165
100,164
60,138
61,129
60,122
60,111
58,103
64,101
73,101
79,101
89,101
96,101
105,101
110,100
116,102
127,101
192,101
51,2
249,96
160,101
57,227
54,201
54,185
134,199
135,216
136,232
116,244
109,243
107,230
113,214
112,196
110,179
142,180
147,179
225,233
225,246
225,215
223,198
132,101
148,100
152,100
