x,y
31,120
221,74
201,5
15,72
225,71
35,6
89,71
101,119
175,78
46,77
180,14
54,70
239,77
188,74
172,69
63,10
129,71
37,70
96,67
82,66
135,120
208,72
0,72
8,120
158,12
151,72
251,72
138,12
199,20
23,68
216,19
177,22
116,18
61,29
19,11
9,22
4,13
2,3
131,25
198,35
92,8
95,60
200,68
242,69
244,58
16,51
62,49
148,171
155,172
160,171
164,172
243,228
229,231
212,237
194,243
246,206
238,207
238,202
231,209
225,210
218,210
212,212
200,182
200,189
200,194
182,129
190,128
199,129
207,128
215,127
220,128
226,128
233,127
239,129
246,129
113,124
125,122
87,121
185,61
252,190
253,195
197,221
202,219
59,123
252,62
