x,y
94,32
94,47
94,13
94,67
242,134
206,133
185,138
171,137
159,151
156,165
146,165
155,105
124,83
129,111
93,88
94,103
92,118
94,141
94,159
93,214
127,254
128,226
130,205
134,185
204,248
204,233
234,241
234,227
236,215
235,201
56,11
44,26
48,37
56,52
56,59
55,69
61,28
59,37
12,31
32,33
7,11
4,4
23,86
22,91
31,99
45,104
32,119
54,120
27,162
29,201
27,215
56,213
30,254
57,201
58,234
59,244
60,254
204,38
188,53
204,53
167,38
169,53
125,64
124,49
127,33
124,2
142,211
141,217
94,249
94,226
94,193
25,182
126,22
