x,y
36,147
57,164
112,236
136,247
86,248
169,172
163,237
183,249
130,208
189,222
215,245
152,181
159,177
247,177
239,183
235,186
254,183
254,175
229,176
203,191
190,174
96,82
92,90
76,118
30,224
45,231
66,241
34,132
28,138
38,157
50,155
57,150
52,159
74,137
59,139
51,103
59,106
56,126
100,36
78,59
85,54
105,65
135,48
172,54
179,59
150,62
123,62
155,84
208,83
232,30
217,27
234,44
241,190
97,145
108,144
134,142
144,138
162,138
188,141
197,142
204,142
215,143
220,142
234,140
240,84
235,174
227,181
182,174
176,176
90,73
80,78
73,69
127,84
185,20
198,21
117,23
89,120
177,140
251,141
