x,y
101,212
122,168
83,169
132,153
105,135
73,131
137,148
137,141
138,133
106,118
109,107
138,116
115,82
139,79
133,105
139,97
69,231
68,236
11,251
31,175
40,164
68,172
69,126
27,93
77,88
70,85
67,88
68,93
53,59
55,66
48,66
34,76
21,71
10,72
5,82
15,85
109,64
131,61
142,107
112,48
106,46
107,41
104,51
67,15
62,19
96,16
101,19
99,13
102,7
108,10
133,19
139,32
141,58
138,48
139,68
138,3
34,207
2,207
59,160
61,111
57,116
61,132
41,119
32,113
34,106
27,128
32,123
2,123
54,96
34,96
56,142
65,141
61,74
68,62
65,58
73,61
72,66
75,72
63,7
60,14
65,34
60,51
18,51
12,54
14,62
25,57
30,56
