x,y
122,145
147,146
211,172
163,77
214,10
18,192
98,171
231,28
172,174
76,197
129,123
155,103
201,41
133,17
233,201
184,52
148,35
100,196
235,4
138,68
4,69
9,90
4,133
38,104
66,162
5,219
4,206
28,203
57,204
19,170
157,161
111,163
3,158
113,124
119,107
2,239
142,192
160,195
171,193
245,212
183,162
145,243
212,110
215,124
215,135
199,118
200,107
226,101
243,90
159,118
127,150
159,127
165,105
167,93
3,9
16,10
24,11
33,12
43,12
46,92
143,2
50,62
205,67
228,79
236,98
244,97
251,96
232,92
72,99
68,112
177,108
184,119
43,67
70,60
227,38
241,41
236,41
218,74
61,115
63,127
62,141
59,69
60,86
101,14
64,8
78,9
169,249
131,53
