x,y
230,46
13,254
227,18
229,205
39,9
225,83
225,92
2,248
252,118
200,12
222,159
21,41
225,185
231,58
25,84
28,12
3,233
72,6
106,239
72,183
29,186
35,214
60,183
55,209
207,185
212,221
195,219
106,190
121,187
183,183
179,204
164,206
156,186
170,195
140,179
111,179
116,166
53,188
229,160
218,135
162,178
160,151
174,142
176,158
216,36
204,66
188,67
176,43
164,65
186,100
163,81
162,88
166,98
129,164
76,163
96,163
64,154
52,157
38,153
103,130
139,138
122,141
137,129
115,153
31,45
35,58
40,57
48,49
72,96
93,79
84,95
94,105
108,104
103,98
128,130
125,134
127,138
145,132
38,141
41,106
55,88
55,76
41,89
38,80
46,98
77,145
84,139
105,112
135,108
49,128
52,134
66,116
73,125
76,134
63,129
59,118
93,153
109,139
96,139
114,132
91,120
85,110
113,88
115,80
125,97
81,158
47,40
29,34
62,49
62,78
43,67
66,59
75,62
82,56
85,68
91,60
94,44
105,44
113,55
116,38
125,40
138,40
141,47
147,50
143,62
148,57
164,53
176,68
128,66
131,83
136,76
144,74
148,82
138,85
151,98
154,89
140,96
118,99
198,112
144,29
98,56
57,37
72,112
104,163
134,24
147,13
170,15
116,121
85,134
129,156
18,86
