x,y
2,144
2,224
175,8
149,39
97,88
74,120
42,147
18,175
24,208
42,186
58,173
77,154
97,133
38,106
27,122
10,130
60,91
68,63
81,66
71,75
91,53
86,39
110,37
95,14
125,15
36,59
114,10
210,7
194,28
178,46
158,67
141,81
130,96
162,58
186,33
215,24
215,29
218,16
230,4
235,27
236,59
223,61
225,48
228,66
250,41
124,122
152,94
185,61
185,66
196,43
200,45
197,50
193,52
209,200
211,189
225,194
244,186
180,222
174,237
47,202
57,208
64,215
71,223
74,175
29,226
41,239
12,238
87,184
97,196
229,235
222,224
197,241
27,19
32,26
142,4
244,10
230,248
236,240
239,254
220,217
89,244
93,249
98,254
107,203
111,215
118,221
121,224
