x,y
128,13
135,24
123,32
119,40
108,29
68,20
49,4
47,22
49,40
71,66
79,49
85,66
64,55
18,33
26,45
33,28
8,9
13,49
29,63
34,73
41,78
52,80
60,87
54,93
62,109
44,99
31,95
15,88
6,107
5,126
39,117
47,129
38,142
39,129
69,135
59,151
88,148
103,145
98,153
109,160
106,191
98,200
93,202
112,210
82,238
51,238
59,221
46,205
49,225
11,185
1,202
28,165
26,155
24,145
12,147
5,151
51,250
183,226
130,241
141,233
152,231
147,223
151,220
159,227
161,218
170,208
177,204
172,199
166,203
179,215
247,240
227,237
221,244
234,229
227,222
247,219
211,235
202,227
197,217
193,206
185,199
182,194
196,195
174,192
171,188
165,182
159,168
148,160
142,153
138,146
127,137
127,126
115,124
160,104
158,97
102,119
109,107
121,99
122,88
128,78
141,83
141,65
154,55
158,66
171,58
177,71
245,178
220,191
194,166
205,177
211,165
252,134
233,135
229,117
249,122
242,103
230,89
214,84
208,106
245,67
229,66
255,47
253,32
248,18
205,57
192,40
182,33
201,21
218,9
