x,y
114,211
194,137
226,133
252,82
175,155
210,120
123,237
152,206
134,193
134,218
200,163
165,192
180,173
151,36
203,54
31,203
26,152
219,70
16,189
245,132
170,20
39,172
54,186
128,6
185,32
46,217
133,18
168,54
117,161
74,162
83,172
65,148
74,142
28,107
101,67
106,53
121,54
133,66
86,53
182,64
10,137
19,146
59,229
4,173
118,196
146,217
194,173
203,180
179,140
47,122
40,130
173,117
161,126
161,97
11,26
66,201
132,99
17,102
67,104
114,95
139,21
142,38
136,38
187,78
183,82
81,32
246,80
212,105
239,133
209,162
231,191
214,195
105,207
11,230
10,238
4,240
6,251
59,240
17,199
39,116
138,113
106,166
113,167
109,176
