x,y
154,108
127,142
124,203
134,24
158,19
150,228
127,170
157,75
134,13
150,200
135,1
134,34
153,138
158,43
26,18
74,12
66,37
87,38
110,36
128,48
126,70
104,73
103,101
47,72
48,79
47,99
190,39
217,41
196,78
212,89
218,74
198,115
182,114
216,180
103,244
111,233
113,221
105,250
114,209
62,250
29,248
37,176
37,194
204,252
163,61
167,83
160,92
126,117
151,167
159,177
149,176
156,208
161,218
119,146
125,157
119,158
123,182
104,128
99,132
88,130
81,129
74,129
46,121
62,128
56,128
34,127
41,128
17,126
9,126
90,244
115,169
68,207
61,206
55,206
42,205
34,206
27,205
193,251
215,253
248,7
197,3
