x,y
76,10
252,217
42,36
250,241
24,21
5,61
61,20
50,2
145,201
145,213
151,231
207,188
198,211
191,223
68,195
21,192
106,221
116,230
138,236
147,248
157,250
205,245
73,229
85,236
79,241
85,243
94,247
55,251
237,208
13,137
7,155
26,131
5,112
15,103
27,93
38,84
51,76
58,138
75,122
88,112
58,50
64,58
90,34
98,27
96,5
111,17
138,10
147,21
152,25
170,69
110,109
22,164
29,166
34,165
40,165
41,162
48,160
52,156
56,153
65,144
70,141
74,138
78,136
82,133
86,130
90,126
95,122
37,245
33,252
27,254
162,32
170,47
99,90
93,86
155,186
166,189
174,188
179,189
184,190
