x,y
126,130
180,129
197,130
108,129
160,130
255,128
214,130
233,129
143,129
245,102
230,101
222,102
216,101
213,97
219,89
202,85
83,92
173,255
124,245
124,240
118,227
208,224
188,220
166,213
107,165
119,165
137,163
144,165
125,176
153,166
166,165
175,165
237,165
229,205
173,102
173,77
201,74
31,244
30,225
30,198
31,190
25,166
4,180
5,201
5,158
38,153
55,156
68,153
3,133
3,148
4,112
77,212
73,242
84,172
6,44
33,27
32,39
28,64
3,54
5,31
33,5
95,26
77,26
75,53
75,67
70,109
143,56
155,56
128,68
117,75
172,57
179,49
193,49
205,59
207,49
226,54
194,23
199,16
216,21
229,19
243,14
220,52
236,51
202,54
189,174
230,180
228,188
4,247
31,109
32,99
31,87
1,95
0,82
229,230
133,190
160,147
178,147
192,146
214,146
