x,y
11,74
32,121
10,243
200,187
181,118
29,145
12,91
12,118
200,93
197,145
33,95
180,148
30,166
175,191
31,214
179,164
11,217
175,210
12,180
32,190
196,254
198,234
14,155
28,234
183,98
198,123
182,233
197,215
216,128
110,232
116,242
113,188
79,173
237,246
40,152
112,168
117,153
127,161
82,148
78,132
69,133
71,121
39,125
95,101
89,104
117,134
116,126
120,119
124,111
126,106
208,76
205,62
172,56
143,54
139,2
103,2
207,115
214,116
142,156
214,104
223,104
228,104
234,104
40,203
129,182
211,86
207,164
33,103
102,102
80,106
