x,y
100,121
208,46
29,193
226,254
111,140
198,82
154,112
89,150
189,64
249,19
217,66
239,52
166,76
74,165
173,97
126,103
142,92
50,183
134,126
8,207
226,32
80,134
57,148
43,162
17,178
161,49
98,32
129,8
141,20
144,10
65,126
5,167
27,145
38,147
43,140
78,245
103,250
228,142
202,137
142,240
30,208
85,227
153,213
174,166
164,157
155,184
104,50
114,50
246,64
210,87
138,71
236,175
223,168
252,220
80,9
3,188
3,228
159,5
86,4
66,3
74,11
12,183
137,28
208,28
58,82
43,93
251,134
215,173
196,188
134,190
167,234
230,236
235,228
