x,y
70,46
104,20
149,9
185,26
196,46
165,50
196,18
229,56
213,30
242,59
164,70
147,54
184,75
241,21
207,14
237,5
242,131
220,89
229,79
234,87
242,92
251,98
99,63
137,85
5,70
13,91
51,82
67,96
48,100
47,149
21,131
26,147
44,160
60,157
136,152
94,139
190,129
234,156
178,125
173,114
118,177
158,152
130,138
157,182
188,207
204,203
235,218
247,211
226,244
215,241
174,244
87,244
101,255
249,204
122,196
29,248
19,208
45,223
62,234
69,166
88,162
133,188
100,179
148,161
108,192
81,184
91,201
138,203
137,213
143,221
155,229
123,213
79,38
113,29
23,76
31,93
17,113
66,115
59,136
112,144
175,196
