x,y
56,0
99,23
83,24
90,9
33,12
45,23
125,9
142,21
156,19
148,30
114,34
137,37
141,50
137,61
160,43
167,37
158,32
165,27
12,44
44,84
33,83
32,68
64,77
76,98
13,92
8,103
18,119
8,111
4,126
29,140
45,140
60,145
71,153
86,148
136,78
123,76
150,78
150,83
146,86
158,71
203,19
237,80
204,97
193,95
252,57
9,159
7,171
5,196
24,205
19,212
235,147
197,100
141,94
53,86
245,137
252,137
253,148
223,157
233,157
244,157
233,167
223,168
252,171
252,157
233,177
237,184
224,186
221,197
243,183
251,184
254,187
253,195
252,198
244,199
252,214
244,226
231,228
231,237
253,230
250,246
253,254
78,166
91,158
65,164
46,164
40,173
40,180
43,186
49,183
55,190
70,187
67,174
69,179
82,172
76,176
91,179
95,171
84,181
90,190
101,183
114,185
109,185
109,193
110,200
106,205
102,199
95,196
83,195
80,189
77,200
78,205
87,199
85,210
95,204
97,214
109,213
116,213
112,219
109,224
106,230
103,219
95,224
94,231
89,237
109,242
118,234
57,177
54,171
49,176
65,199
65,194
54,202
48,195
48,206
58,213
65,208
65,218
72,216
84,219
74,225
67,227
70,234
80,239
80,232
33,217
30,225
30,235
18,243
38,240
48,221
52,217
53,227
61,244
72,250
81,250
90,246
86,245
108,251
102,255
16,255
