x,y
127,93
123,92
101,253
228,146
170,129
209,83
210,90
203,88
173,81
225,214
228,243
148,218
124,221
119,190
169,184
121,139
124,111
136,112
131,167
253,204
250,149
95,56
95,80
92,99
91,227
73,148
91,178
171,32
173,49
175,65
139,59
146,70
123,68
124,16
225,14
255,40
254,60
173,12
161,11
44,3
47,46
44,21
139,67
34,101
34,76
31,151
41,151
41,125
43,97
43,245
22,183
38,187
38,197
38,208
36,227
30,231
25,237
17,241
11,251
20,229
20,222
11,214
4,213
7,194
37,251
37,238
38,243
17,217
97,3
124,41
131,94
80,6
204,66
