x,y
94,32
94,47
94,13
94,67
246,133
206,133
185,138
171,137
159,151
167,166
157,166
155,105
128,82
135,113
97,88
94,103
96,118
98,141
98,158
96,212
131,253
128,226
132,205
139,187
215,249
215,233
236,241
236,227
238,215
238,201
56,11
50,28
48,37
56,52
56,59
55,69
61,28
59,37
17,34
32,33
7,11
4,4
3,135
2,97
35,96
45,104
35,115
59,116
31,163
35,201
31,218
30,236
35,252
2,199
67,235
64,244
65,255
204,38
188,53
204,53
172,39
169,53
125,64
127,48
127,33
129,3
152,211
151,217
94,249
94,226
94,193
29,184
126,22
199,167
216,141
136,147
128,91
