x,y
54,184
97,234
247,138
59,237
68,248
39,244
159,44
101,172
196,148
202,88
202,119
96,208
121,3
216,52
175,17
123,162
166,56
170,159
251,86
7,135
135,20
159,144
231,77
15,188
176,65
23,224
142,179
160,3
146,31
192,42
181,132
216,133
81,187
118,190
39,168
50,156
23,211
9,218
4,211
10,204
91,134
100,136
117,231
127,246
100,214
113,217
171,187
185,187
201,181
206,171
186,94
240,127
169,227
180,228
189,215
178,244
188,240
248,162
101,14
139,50
12,148
205,61
216,69
189,19
200,25
215,34
48,65
242,213
124,82
30,20
36,13
53,32
41,34
43,38
52,49
36,68
24,64
59,89
65,89
73,93
89,103
94,114
120,42
113,49
126,23
233,65
238,59
242,57
251,48
224,148
247,170
250,228
235,232
237,247
172,220
146,213
173,176
109,236
72,180
18,63
