x,y
80,18
231,127
1,229
1,132
28,213
30,133
242,149
27,172
6,252
0,171
195,116
30,159
33,86
36,239
217,114
222,154
237,176
247,189
216,177
216,190
186,138
164,121
245,175
173,171
239,225
123,169
136,204
170,239
122,199
112,185
108,199
105,225
152,176
42,78
38,95
37,106
3,81
88,87
98,99
96,88
139,71
150,68
15,30
15,47
27,44
110,12
60,26
77,42
235,28
168,7
159,17
194,23
192,10
192,243
244,237
145,161
145,145
132,176
138,177
155,187
87,185
100,174
70,190
63,177
81,136
144,19
32,180
0,196
57,222
42,226
69,221
77,222
39,38
26,198
29,194
197,49
223,62
213,53
217,55
218,74
238,15
124,13
