x,y
45,24
7,11
7,36
20,41
38,39
48,60
16,55
30,56
89,20
97,29
107,28
82,15
133,27
139,16
156,16
164,15
153,26
167,28
203,20
242,14
231,21
242,70
229,74
210,52
210,32
189,44
194,53
211,70
170,59
169,50
150,51
136,50
142,62
132,66
113,52
111,62
101,50
102,59
74,59
67,63
76,74
253,122
248,123
242,123
231,118
194,117
180,119
167,121
156,127
146,125
131,113
118,126
109,126
104,118
92,121
79,123
74,118
60,115
55,124
46,123
47,115
38,129
31,126
8,139
5,170
4,162
24,147
71,157
5,177
4,183
5,192
4,201
6,211
8,215
5,221
7,226
6,231
11,242
8,255
61,237
53,207
36,235
49,234
92,249
140,241
142,216
183,214
225,239
223,225
223,216
223,209
223,201
227,179
217,166
243,171
245,183
184,152
194,165
177,176
160,176
154,171
135,171
125,176
112,177
100,174
120,141
210,43
226,43
242,29
254,21
115,205
