x,y
5,152
53,203
27,204
165,80
187,61
144,22
134,46
119,31
198,78
56,238
67,211
47,227
22,165
77,227
49,192
93,246
112,196
125,194
76,135
217,197
176,147
173,128
186,119
213,39
234,29
200,164
205,161
38,8
30,18
19,26
10,34
218,91
228,103
237,108
243,114
223,151
230,157
237,169
246,179
245,46
208,75
211,88
225,75
5,137
14,200
15,209
80,20
76,26
70,30
58,44
51,47
100,17
115,33
122,4
217,18
209,31
221,37
210,38
237,38
253,41
239,47
202,76
208,92
212,83
239,160
244,166
254,176
197,180
200,182
208,193
210,202
226,187
195,169
146,147
96,239
113,250
27,216
38,168
36,81
48,95
56,104
65,114
74,122
66,73
71,68
74,63
78,60
82,57
86,54
96,44
102,29
6,181
114,247
104,36
