x,y
161,111
62,178
195,36
205,5
222,24
185,25
40,195
103,153
186,96
19,214
124,139
79,165
206,80
31,6
146,125
55,215
164,140
75,199
98,181
201,112
113,172
219,103
133,158
252,51
27,230
179,127
14,20
160,78
22,128
49,9
46,231
57,238
136,225
161,204
186,212
205,195
214,172
247,149
253,167
181,237
231,213
197,126
217,118
147,11
63,43
28,22
45,44
101,252
35,68
55,60
68,63
7,33
90,20
94,29
122,34
167,4
168,18
185,72
190,69
196,75
188,86
175,83
170,95
161,93
151,74
147,85
159,102
140,109
42,130
65,105
64,111
15,135
60,153
47,165
35,164
12,193
77,214
70,215
130,212
138,176
163,153
171,148
174,141
177,197
196,224
215,237
210,243
213,248
237,220
251,219
245,233
243,246
218,161
81,84
54,84
