x,y
238,88
231,15
219,5
180,87
187,112
164,90
145,90
151,90
156,90
139,97
139,91
128,91
122,92
107,99
110,91
102,90
86,91
71,91
65,91
61,92
53,101
52,92
42,92
24,91
13,94
3,102
7,121
31,118
30,148
9,146
45,132
51,141
65,121
90,118
100,116
121,121
150,121
150,174
151,193
137,195
81,174
7,190
8,209
33,254
85,253
85,227
102,252
118,254
102,227
120,225
137,224
136,251
151,251
152,225
177,242
178,253
178,229
178,220
178,208
179,196
179,186
174,187
173,178
178,170
177,140
177,127
176,153
177,132
178,118
177,110
178,103
172,99
