x,y
165,19
240,140
115,139
162,41
165,146
156,232
130,25
217,143
122,27
22,176
87,85
252,140
111,28
204,142
102,30
190,19
15,48
97,158
116,154
34,45
76,65
40,10
127,101
140,108
154,46
179,42
194,41
212,25
222,17
237,8
212,2
203,9
198,13
111,53
123,52
128,50
133,48
49,23
75,25
69,15
66,7
78,17
74,77
6,67
19,64
28,70
9,76
36,61
94,95
122,113
129,130
135,141
54,101
31,197
3,199
199,167
216,165
242,165
231,156
181,207
187,203
165,253
161,244
194,249
235,220
52,159
79,151
7,3
55,64
47,65
42,69
33,91
36,97
48,107
17,134
93,109
6,208
12,205
18,203
22,235
23,241
30,242
4,249
2,239
6,239
42,239
65,247
70,241
187,236
239,252
143,213
169,162
240,198
245,204
224,134
235,132
222,99
136,71
137,85
144,88
159,74
180,71
179,77
198,73
206,39
213,44
234,51
