x,y
16,5
32,3
24,5
5,9
29,46
20,39
74,21
61,32
64,21
44,26
36,34
26,32
15,53
10,45
4,44
9,35
19,49
20,56
23,65
4,64
3,52
10,59
12,68
31,58
38,54
44,45
55,40
51,34
49,28
91,20
92,30
106,27
117,15
109,14
104,18
94,16
99,14
104,43
89,50
119,45
117,33
117,61
92,67
48,60
41,72
57,75
49,68
77,63
79,72
73,77
65,83
54,95
58,111
31,89
31,102
9,97
14,104
23,100
15,95
10,119
8,108
35,119
85,84
81,80
110,78
127,77
119,95
102,101
105,124
82,118
83,127
62,121
59,130
51,123
52,138
9,147
20,143
39,150
44,168
61,170
53,155
63,159
80,140
71,138
91,143
91,152
97,162
81,171
106,142
95,133
9,167
16,174
164,169
157,173
165,153
208,144
244,123
243,127
243,113
249,101
243,134
244,143
211,73
213,80
213,87
245,13
101,178
105,180
118,188
124,192
133,201
151,226
86,239
88,246
69,235
59,246
67,252
207,230
