x,y
109,253
91,229
75,236
75,242
148,245
145,237
150,221
111,190
252,218
254,208
253,236
217,216
225,216
208,179
218,193
218,242
218,248
223,246
219,234
218,227
117,178
80,94
97,84
124,76
151,95
173,99
187,99
132,135
156,138
176,141
174,153
194,133
200,134
215,132
86,128
106,166
33,189
45,190
26,180
16,180
14,189
11,194
13,243
50,240
74,198
75,208
75,219
40,125
42,154
56,130
21,125
43,56
51,67
39,44
91,71
94,52
122,40
136,44
79,14
90,15
51,21
163,36
186,16
221,10
171,21
171,27
172,32
172,43
172,53
179,55
214,34
126,73
128,80
157,4
5,131
6,125
36,179
43,176
11,199
12,205
25,244
15,248
112,202
164,176
156,214
163,216
162,229
159,232
254,247
175,159
182,158
191,158
135,126
