x,y
105,121
117,141
173,57
198,33
127,133
211,58
161,67
141,119
142,90
121,105
17,94
88,126
59,100
35,114
199,247
106,190
91,173
125,173
32,74
157,241
66,152
115,161
142,225
124,205
220,176
240,179
74,102
120,61
128,49
61,173
154,183
150,208
45,133
155,94
176,75
193,62
177,21
189,6
151,20
65,21
75,28
211,4
231,28
245,35
249,46
231,3
247,9
245,66
228,47
236,60
147,58
140,74
4,50
14,62
33,204
74,39
85,45
19,179
94,17
99,22
101,30
97,34
86,43
91,40
150,31
143,36
137,42
249,91
222,133
214,141
238,153
233,159
252,169
250,189
240,198
235,203
204,230
113,188
141,163
148,180
101,213
99,202
73,175
50,160
43,155
48,150
53,144
42,141
30,137
25,131
35,134
45,127
21,194
89,116
36,4
119,43
115,38
110,24
