x,y
19,165
32,184
127,167
241,51
196,32
162,152
77,30
149,32
2,47
188,224
44,50
188,19
188,65
42,29
195,153
41,165
167,22
170,11
150,185
73,185
166,127
189,199
168,199
218,35
166,86
228,32
206,167
168,219
242,186
165,67
83,166
46,185
221,186
106,166
46,123
46,136
192,115
113,98
116,76
91,190
99,197
107,197
19,105
41,88
140,17
156,19
35,86
6,119
3,114
12,112
38,227
34,251
23,250
79,230
81,222
137,187
167,251
241,219
232,197
247,197
246,154
251,168
235,118
238,113
254,102
234,60
119,114
91,113
115,23
17,50
31,16
26,24
56,58
64,58
74,57
98,25
218,20
243,61
144,155
119,125
11,122
4,17
90,208
44,228
193,121
