x,y
29,142
129,51
144,68
61,112
89,73
217,200
103,131
228,215
70,47
207,243
50,21
63,88
158,187
142,173
150,133
168,151
175,206
43,68
252,238
126,157
199,185
126,103
234,222
116,147
191,223
26,50
5,27
147,30
111,68
43,133
57,149
123,78
161,49
192,23
207,7
170,8
119,166
73,183
84,202
90,195
225,135
230,149
199,153
192,79
89,129
43,159
149,245
63,221
99,142
108,145
94,97
241,134
199,93
180,108
188,102
178,86
172,95
167,103
161,111
157,91
143,85
193,65
153,74
215,113
212,118
216,126
206,135
198,132
200,140
196,141
253,165
249,158
244,163
239,167
234,172
228,176
224,181
220,185
254,191
248,194
241,196
236,206
20,190
3,206
32,59
