x,y
13,167
230,32
30,184
122,167
246,50
199,32
162,152
77,30
147,32
4,51
184,225
186,77
40,51
188,19
185,65
36,30
195,153
36,165
166,21
165,10
129,184
148,185
72,185
164,127
185,199
163,198
216,35
164,86
234,21
202,167
162,219
243,184
163,67
78,166
44,184
224,186
102,166
45,123
44,136
192,116
110,99
113,76
26,16
91,191
103,183
16,102
40,88
137,16
155,20
35,86
33,155
11,124
3,119
10,112
36,227
21,251
20,246
77,226
139,191
163,253
241,220
232,197
247,198
250,155
246,220
237,120
214,127
241,115
241,60
122,116
116,133
94,23
117,24
4,17
4,24
12,50
219,19
194,104
44,90
68,133
119,124
45,153
85,198
106,197
45,226
192,160
222,128
