x,y
254,129
197,25
217,46
249,81
240,74
208,6
215,13
254,55
236,37
188,190
55,122
97,198
164,212
196,230
35,105
72,140
110,215
139,214
20,120
24,90
205,221
39,138
121,227
88,161
28,127
2,65
227,156
53,157
221,204
225,194
66,172
3,103
172,204
187,238
110,184
119,255
127,247
41,159
169,192
167,169
120,195
60,106
71,118
24,69
34,83
88,142
109,64
94,103
202,123
193,121
188,107
169,81
112,35
122,53
160,12
233,11
70,184
123,22
219,72
232,94
240,88
203,54
203,48
132,26
67,60
254,207
98,2
70,8
90,15
112,21
174,34
171,23
139,55
144,61
150,49
165,104
170,110
173,111
187,94
