x,y
101,34
82,19
92,6
126,3
133,18
140,32
150,49
169,83
186,103
136,82
132,69
113,66
106,60
93,64
94,78
82,84
235,61
227,76
225,88
235,83
246,122
242,102
205,57
202,48
179,17
165,3
200,3
214,24
205,151
214,165
220,177
237,188
240,216
248,226
231,244
209,211
198,197
192,179
189,167
176,148
173,132
161,118
157,102
140,99
106,116
128,147
154,187
168,175
173,179
176,183
151,211
146,218
152,235
137,231
136,220
134,185
144,188
133,160
132,177
111,161
72,46
18,12
23,27
7,33
20,57
36,49
54,41
59,27
64,61
36,77
38,95
4,70
31,142
93,102
78,96
83,106
94,130
54,132
66,148
77,161
91,175
98,189
73,204
69,190
49,187
39,183
21,173
15,156
12,148
4,164
35,206
54,202
52,212
18,226
8,245
36,250
51,240
75,248
120,230
119,196
107,206
63,231
73,225
97,218
85,225
253,4
